Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureOutOfBagError
BinaryData,4,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.6E-5,2.9499999999999996E-4,1219.0,755501.0,144915.0,?,?
BinaryData,4,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.001,9.3E-5,2.92E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.4898573109077704,0.49508965887642686,99.99999999999999,100.0,190.270073394394,190.270073394394,0.0,0.9858553025616269,0.9858553025616269,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.0,9.3E-5,3.0E-4,1219.0,755104.0,145312.0,?,?
BinaryData,5,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.4898573109077704,0.49508965887642686,99.99999999999999,100.0,190.270073394394,190.270073394394,0.0,0.9858553025616269,0.9858553025616269,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.0,8.5E-5,2.7600000000000004E-4,1219.0,755104.0,145312.0,?,?
BinaryData,5,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.001,9.5E-5,2.9099999999999997E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.6E-5,2.8100000000000005E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.5E-5,2.8100000000000005E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.4E-5,2.8000000000000003E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.001,8.599999999999999E-5,2.6900000000000003E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.001,8.5E-5,2.51E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.001,8.7E-5,2.59E-4,1219.0,755501.0,144915.0,?,?
BinaryData,5,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.001,8.1E-5,2.53E-4,1219.0,755501.0,144915.0,?,?
BinaryData,6,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.4898573109077704,0.49508965887642686,99.99999999999999,100.0,190.270073394394,190.270073394394,0.0,0.9858553025616269,0.9858553025616269,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.0,8.400000000000001E-5,2.6900000000000003E-4,1219.0,755104.0,145312.0,?,?
BinaryData,6,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.4898573109077704,0.49508965887642686,99.99999999999999,100.0,190.270073394394,190.270073394394,0.0,0.9858553025616269,0.9858553025616269,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.001,8.599999999999999E-5,2.64E-4,1219.0,755104.0,145312.0,?,?
BinaryData,6,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.8E-5,3.14E-4,1219.0,755501.0,144915.0,?,?
BinaryData,6,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,8.2E-5,2.7100000000000003E-4,1219.0,755501.0,144915.0,?,?
BinaryData,6,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,8.5E-5,2.79E-4,1219.0,755501.0,144915.0,?,?
BinaryData,6,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,8.5E-5,7.000000000000001E-5,1219.0,755501.0,144915.0,?,?
BinaryData,6,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.7E-5,4.4E-5,1219.0,755501.0,144915.0,?,?
BinaryData,6,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.099999999999999E-5,3.1E-5,1219.0,755501.0,144915.0,?,?
BinaryData,6,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.001,0.0,7.099999999999999E-5,3.2E-5,1219.0,755501.0,144915.0,?,?
BinaryData,6,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.4E-5,3.3E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.48985731090776596,0.4950896588764279,100.0,100.0,190.2700733943948,190.2700733943948,0.0,0.9858553025616311,0.9858553025616311,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.0,9.4E-5,4.9000000000000005E-5,1219.0,755104.0,145312.0,?,?
BinaryData,7,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.48985731090776596,0.4950896588764279,100.0,100.0,190.2700733943948,190.2700733943948,0.0,0.9858553025616311,0.9858553025616311,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.0,8.2E-5,3.9E-5,1219.0,755104.0,145312.0,?,?
BinaryData,7,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.4E-5,3.5000000000000004E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.9E-5,3.5999999999999994E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,1.01E-4,5.9999999999999995E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.1E-5,5.3E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.7E-5,3.5000000000000004E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.001,0.0,7.5E-5,3.5000000000000004E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.7E-5,4.7E-5,1219.0,755501.0,144915.0,?,?
BinaryData,7,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.4894750769822945,0.4946551484510299,100.0,100.0,189.04428198793863,189.04428198793863,0.0,0.984605635353847,0.984605635353847,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.8E-5,4.2000000000000004E-5,1219.0,755501.0,144915.0,?,?
BinaryData,8,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.4898573109077704,0.49508965887642686,99.99999999999999,100.0,190.270073394394,190.270073394394,0.0,0.9858553025616269,0.9858553025616269,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.001,0.0,8.5E-5,4.2000000000000004E-5,1219.0,755104.0,145312.0,?,?
BinaryData,8,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1729.0,193.0,110.0,83.0,0.0,56.994818652849744,43.005181347150256,0.0,0.0,0.4898573109077704,0.49508965887642686,99.99999999999999,100.0,190.270073394394,190.270073394394,0.0,0.9858553025616269,0.9858553025616269,0.0,0.0,0.0,0.0,1.0,110.0,1.0,83.0,0.0,0.0,0.0,0.0,0.5699481865284974,1.0,0.7260726072607261,0.5,0.5699481865284974,0.5699481865284974,0.43005181347150256,0.43005181347150256,0.3248409353271229,0.5699481865284974,0.4138237657962687,0.5,0.0,0.0,1.14E-4,3.7E-5,1219.0,755104.0,145312.0,?,?
BinaryData,8,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,7.3E-5,3.3E-5,1219.0,755501.0,144915.0,?,?
BinaryData,8,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.7E-5,4.2999999999999995E-5,1219.0,755501.0,144915.0,?,?
BinaryData,8,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,1.0499999999999999E-4,5.2E-5,1219.0,755501.0,144915.0,?,?
BinaryData,8,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.015111923E7,1730.0,192.0,110.0,82.0,0.0,57.291666666666664,42.708333333333336,0.0,0.0,0.489475076982294,0.49465514845102937,100.00000000000001,100.0,189.04428198793943,189.04428198793943,0.0,0.9846056353538511,0.9846056353538511,0.0,0.0,0.0,0.0,1.0,110.0,1.0,82.0,0.0,0.0,0.0,0.0,0.5729166666666666,1.0,0.728476821192053,0.5,0.5729166666666666,0.5729166666666666,0.4270833333333333,0.4270833333333333,0.3282335069444444,0.5729166666666666,0.4173565121412804,0.5,0.0,0.0,9.1E-5,4.8E-5,1219.0,755501.0,144915.0,?,?
